1,840.75,-102.46,-0.04306,3363
2,1600.0,-84.23,0.01748,6563
3,1088.0,-96.93,-0.02686,9827
4,672.8,-123.48,-0.01394,13191
5,1087.0,-99.42,-0.01472,16452
6,1600.0,-89.13,0.03697,19652
7,587.83,-99.15,0.025,23179
8,295.57,-105.42,0.00444,25248
9,575.67,-99.32,-0.01884,28702
10,510.43,-104.68,-0.00969,32275
11,450.62,-103.27,0.03103,35880
12,1600.0,-83.22,-0.02451,39080
13,1081.67,-94.59,-0.00976,42325
14,822.5,-95.51,-0.00432,45615
15,586.83,-95.96,-0.00454,49136
16,1600.0,-87.31,-0.02067,52336
17,691.6,-98.37,-0.02378,55794
18,547.75,-113.09,0.01671,57985
19,1600.0,-83.37,0.02139,61185
20,571.33,-99.68,-0.00956,64613
21,1600.0,-87.44,-0.0272,67813
22,1108.67,-90.62,-0.04586,71139
23,1600.0,-85.98,-0.0133,74339
24,679.8,-96.17,-0.00898,77738
25,1600.0,-83.56,-0.05712,80938
26,1600.0,-92.09,-0.00527,84138
27,842.5,-97.77,-0.02635,87508
28,830.25,-96.53,-0.02181,90829
29,579.33,-98.98,0.00174,94305
30,1092.67,-90.55,-0.02128,97583
31,1600.0,-87.43,0.00089,100783
32,295.71,-103.64,0.02832,102853
33,1600.0,-83.56,-0.00101,106053
34,678.4,-98.38,0.00117,109445
35,1443.5,-141.63,0.00918,112332
36,1087.33,-91.12,0.01684,115594
37,1600.0,-86.22,-0.01269,118794
38,584.0,-98.07,0.00857,122298
39,1600.0,-81.34,-0.02987,125498
40,1110.67,-87.17,0.05109,128830
41,451.25,-104.1,-0.00484,132440
42,849.75,-100.76,0.03172,135839
43,835.25,-90.76,-0.02557,139180
44,1600.0,-82.37,-0.03745,142380
45,1092.0,-88.58,-0.00065,145656
46,834.0,-98.0,0.00724,148992
47,1093.0,-92.68,-0.0314,152271
48,1600.0,-81.86,-0.03783,155471
49,691.2,-96.7,0.00145,158927
50,1600.0,-86.05,-0.02229,162127
51,683.8,-97.38,0.00834,165546
52,1089.67,-91.76,-0.01291,168815
53,838.0,-93.75,-0.01706,172167
54,839.5,-93.64,-0.00323,175525
55,1600.0,-83.64,0.03145,178725
56,686.4,-100.49,0.0302,182157
57,1600.0,-87.67,-0.03062,185357
58,1600.0,-82.6,-0.00737,188557
59,835.25,-95.85,-0.01113,191898
60,578.0,-97.32,-0.02052,195366
61,585.67,-101.54,-0.01849,198880
62,695.4,-97.14,-0.01325,202357
63,425.6,-101.81,-0.05802,204485
64,1600.0,-76.8,-0.03798,207685
65,1600.0,-87.08,0.01174,210885
66,835.25,-91.01,-0.00343,214226
67,1094.33,-92.78,-0.041,217509
68,1600.0,-80.7,-0.00107,220709
69,1600.0,-75.6,-0.0522,223909
70,693.2,-95.81,-0.01319,227375
71,1600.0,-78.82,-0.0035,230575
72,1600.0,-79.32,0.03139,233775
73,342.33,-100.14,0.03367,235829
74,1187.67,-100.98,0.02933,239392
75,1600.0,-81.17,-0.00232,242592
76,847.25,-93.73,-0.02673,245981
77,1600.0,-83.17,-0.06984,249181
78,1600.0,-73.76,0.00272,252381
79,1600.0,-75.81,0.01491,255581
80,1600.0,-82.69,-0.05032,258781
81,1600.0,-84.12,-0.0455,261981
82,1600.0,-77.51,0.00357,265181
83,1085.67,-88.81,-0.04111,268438
84,1084.67,-88.18,0.02443,271692
85,1600.0,-82.54,1e-05,274892
86,843.25,-90.13,0.01703,278265
87,260.5,-105.05,0.00253,280349
88,1092.67,-85.42,-6e-05,283627
89,842.0,-93.68,-0.00322,286995
90,1102.0,-97.76,0.03611,290301
91,581.0,-95.23,0.01043,293787
92,1600.0,-74.13,-0.00709,296987
93,1085.33,-93.42,-0.06019,300243
94,1085.33,-88.96,0.02607,303499
95,840.0,-93.84,-0.00688,306859
96,1088.33,-81.53,0.02864,310124
97,1600.0,-79.88,-0.04568,313324
98,1600.0,-79.37,-0.0139,316524
99,592.67,-98.55,0.01997,320080
100,1600.0,-72.38,-0.03448,323280
101,1091.33,-90.68,-0.04679,326554
102,584.83,-95.81,0.01971,330063
103,1117.0,-91.64,0.03999,333414
104,1600.0,-82.41,-0.02113,336614
105,1094.33,-83.21,0.01066,339897
106,580.5,-96.54,-0.00119,343380
107,1600.0,-78.87,-0.01265,346580
108,1600.0,-76.56,0.00814,349780
109,1600.0,-74.66,-0.01248,352980
110,581.67,-100.61,-0.02016,356470
111,602.17,-100.19,0.00719,360083
112,1090.0,-90.78,0.01401,363353
113,259.12,-100.96,0.02739,365426
114,1600.0,-74.68,-0.05329,368626
115,1092.33,-88.38,-0.01435,371903
116,830.0,-95.23,0.00315,375223
117,1600.0,-76.33,-0.03148,378423
118,842.25,-96.17,-0.01955,381792
119,845.0,-97.13,-0.02185,385172
120,686.6,-97.04,-0.00026,388605
121,1600.0,-72.44,-0.05032,391805
122,1600.0,-72.87,-0.01696,395005
123,1095.33,-89.86,-0.00011,398291
124,1600.0,-77.89,-0.01998,401491
125,589.5,-97.76,-0.02968,405028
126,841.25,-92.5,-0.00873,408393
127,1101.33,-85.63,-0.03036,411697
128,1600.0,-69.88,0.01255,414897
129,1600.0,-75.84,-0.02551,418097
130,839.0,-100.44,0.00923,421453
131,1089.0,-90.5,0.00769,424720
132,1094.33,-85.33,0.023,428003
133,1092.0,-82.74,0.01498,431279
134,1098.0,-78.57,0.01255,434573
135,1600.0,-68.18,0.01113,437773
136,1086.33,-86.31,0.03127,441032
137,838.25,-88.94,0.00809,444385
138,1085.33,-83.84,-0.01051,447641
139,1086.67,-81.23,0.00955,450901
140,1093.67,-82.32,0.00285,454182
141,1600.0,-59.93,0.00454,457382
142,1600.0,-72.5,-0.03378,460582
143,1600.0,-72.55,-0.036,463782
144,1600.0,-68.55,0.0168,466982
145,1600.0,-63.79,-0.00127,470182
146,1600.0,-66.15,-0.07264,473382
147,862.75,-89.44,0.00996,476833
148,1096.33,-85.21,-0.01566,480122
149,877.0,-88.46,0.02397,483630
150,1600.0,-65.82,-0.0456,486830
151,1084.33,-82.33,-0.02344,490083
152,1600.0,-64.56,0.01311,493283
153,1600.0,-68.54,-0.02663,496483
154,1089.0,-81.56,-0.02348,499750
155,854.5,-88.16,0.01275,503168
156,859.0,-87.88,0.05404,506604
157,1091.33,-79.75,-0.06983,509878
158,1083.0,-79.89,-0.01398,513127
159,1600.0,-67.09,0.03112,516327
160,1600.0,-61.45,-0.03073,519527
161,841.25,-88.82,-0.00862,522892
162,1089.33,-80.21,0.02004,526160
163,1600.0,-67.96,-0.02351,529360
164,1092.67,-72.64,0.00268,532638
165,520.5,-92.58,-0.03508,534720
166,1600.0,-61.37,-0.03739,537920
167,1600.0,-65.21,0.0064,541120
168,1161.67,-77.7,0.01386,544605
169,837.25,-82.73,0.01391,547954
170,1094.33,-80.14,-0.03362,551237
171,1106.67,-76.48,0.02451,554557
172,1120.33,-76.67,0.00452,557918
173,1600.0,-62.27,-0.00538,561118
174,837.25,-82.59,-0.01765,564467
175,536.75,-99.95,0.01343,566614
176,1146.0,-71.94,-0.0244,570052
177,681.6,-87.57,-0.0219,573460
178,1086.0,-78.42,-0.00408,576718
179,1600.0,-58.32,-0.02046,579918
180,1600.0,-58.78,-0.01572,583118
181,1121.33,-76.11,-0.03986,586482
182,1094.67,-77.02,-0.00763,589766
183,1550.0,-107.14,0.0462,592866
184,1600.0,-60.0,-0.02735,596066
185,1600.0,-62.81,-0.02773,599266
186,306.43,-102.52,-0.03781,601411
187,1146.0,-80.15,0.01433,604849
188,1091.67,-78.89,0.02742,608124
189,1093.33,-80.32,-0.03089,611404
190,906.25,-83.36,0.00231,615029
191,710.8,-85.94,-0.01892,618583
192,1097.0,-79.13,0.00213,621874
193,692.0,-88.91,0.00361,625334
194,1144.0,-103.22,0.07551,627622
195,1600.0,-58.74,-0.00333,630822
196,1101.33,-76.44,-0.00559,634126
197,1118.0,-84.55,-0.02937,637480
198,1086.33,-74.93,0.00387,640739
199,1369.0,-108.59,-0.08814,643477
200,1098.67,-78.59,-0.02259,646773
201,1030.0,-89.86,0.03408,648833
202,379.56,-108.17,0.008,652249
203,893.5,-87.89,-0.00841,655823
204,838.0,-83.99,-0.01793,659175
205,1600.0,-57.78,-0.0572,662375
206,529.0,-98.81,-0.00438,664491
207,1600.0,-64.38,0.02357,667691
208,829.67,-104.09,-0.01405,670180
209,1600.0,-55.57,-0.0117,673380
210,491.0,-101.91,-0.00745,675835
211,705.8,-85.11,-0.00343,679364
212,1600.0,-59.38,-0.03243,682564
213,1101.0,-85.29,0.02292,685867
214,411.8,-100.97,-0.00893,687926
215,1136.5,-91.66,-0.01525,690199
216,893.33,-103.99,-0.0329,692879
217,1136.0,-75.36,0.05455,696287
218,1600.0,-63.46,-0.01751,699487
219,799.75,-104.47,0.01406,702686
220,1109.67,-75.91,0.00293,706015
221,854.75,-82.52,0.01828,709434
222,713.4,-87.19,-0.03302,713001
223,476.0,-101.07,-0.02903,715381
224,709.0,-84.54,0.02732,718926
225,846.0,-83.76,0.03115,722310
226,1600.0,-53.18,-0.0463,725510
227,532.5,-103.99,0.02741,728705
228,593.17,-106.66,-0.01872,732264
229,457.2,-97.74,-0.00695,734550
230,715.4,-86.6,-0.04592,738127
231,844.0,-96.94,-0.02147,740659
232,892.25,-82.64,0.01175,744228
233,852.25,-82.22,0.01126,747637
234,1600.0,-62.48,-0.01913,750837
235,534.75,-97.27,0.04379,752976
236,757.0,-97.8,-0.02901,755247
237,1108.67,-74.64,0.00853,758573
238,1600.0,-61.72,-0.00179,761773
239,474.8,-117.58,0.00587,764147
240,1357.0,-91.34,-0.0238,766861
241,668.25,-107.62,-0.02436,769534
242,1094.67,-83.9,0.00675,772818
243,1310.5,-94.12,-0.00674,775439
244,1405.5,-98.67,0.02412,778250
245,1184.67,-73.8,-0.03326,781804
246,1164.67,-75.51,-0.01855,785298
247,820.0,-103.36,0.00829,787758
248,1087.0,-109.51,-0.0662,791019
249,695.33,-92.56,-0.02705,793105
250,1123.0,-89.53,-0.02224,795351
251,1056.0,-91.04,0.00863,797463
252,1149.0,-72.24,-0.01143,800910
253,1600.0,-64.69,-0.02462,804110
254,1140.67,-78.56,0.04595,807532
255,1219.5,-90.71,0.03374,809971
256,852.0,-98.34,0.00471,812527
257,1092.33,-74.62,0.02321,815804
258,827.67,-97.76,0.00861,818287
259,1104.33,-67.01,-0.04021,821600
260,668.25,-100.0,-0.03999,824273
261,607.67,-92.44,0.03307,827919
262,1600.0,-59.26,-0.01978,831119
263,1600.0,-55.03,0.00923,834319
264,906.75,-85.21,0.00141,837946
265,1600.0,-53.97,-0.01029,841146
266,587.6,-106.71,0.03497,844084
267,517.0,-94.92,0.00518,846152
268,1096.0,-73.74,-0.00183,849440
269,842.0,-78.33,-0.03236,852808
270,1600.0,-62.25,0.00909,856008
271,427.0,-106.76,-0.03557,858570
272,698.6,-88.97,0.01868,862063
273,1170.0,-99.51,-0.01672,864403
274,695.67,-93.76,-0.01407,866490
275,807.25,-106.96,-0.02403,869719
276,1600.0,-62.1,0.00443,872919
277,1600.0,-54.54,-0.02457,876119
278,592.83,-107.49,-0.04292,879676
279,1600.0,-58.94,-0.00068,882876
280,1098.0,-72.9,-0.03674,886170
281,836.5,-84.98,0.01936,889516
282,738.67,-86.51,0.03505,891732
283,1108.33,-82.31,0.01793,895057
284,1600.0,-59.92,-0.01457,898257
285,1600.0,-67.44,-0.05268,901457
286,1600.0,-67.54,-0.00541,904657
287,1080.0,-87.62,-0.02755,906817
288,1097.67,-72.99,-0.02895,910110
289,1111.67,-71.37,0.0105,913445
