1,103.9,-168.24,-0.00096,1039
2,99.91,-191.55,-0.00044,2138
3,113.1,-314.63,-0.00061,3269
4,95.82,-284.25,-0.0009,4323
5,97.92,-148.2,-0.00109,5498
6,89.25,-184.02,0.00011,6569
7,94.55,-170.99,-0.00025,7609
8,103.9,-144.06,-3e-05,8648
9,99.45,-155.49,-0.00029,9742
10,95.91,-163.33,-0.00021,10797
11,104.3,-169.76,-0.00034,11840
12,94.42,-150.22,-0.00024,12973
13,102.82,-175.97,-9e-05,14104
14,99.82,-155.77,-0.00022,15202
15,110.4,-105.56,-0.00023,16306
16,105.1,-136.73,-0.00018,17357
17,98.0,-150.05,-0.0004,18435
18,102.18,-139.59,-0.00018,19559
19,98.27,-139.24,-0.00061,20640
20,106.5,-88.52,-0.00053,21705
21,97.09,-115.68,-2e-05,22773
22,104.7,-111.79,-0.00017,23820
23,101.27,-122.78,-0.00018,24934
24,104.0,-96.41,-8e-05,25974
25,93.27,-142.83,-0.00077,27000
26,82.69,-92.33,-8e-05,28075
27,99.18,-131.34,-0.0004,29166
28,100.27,-126.14,-0.00138,30269
29,89.0,-98.0,-4e-05,31337
30,94.5,-112.05,-0.00072,32471
31,94.55,-145.48,-0.0005,33511
32,105.3,-114.93,-0.00023,34564
33,97.55,-104.55,-8e-05,35637
34,100.55,-109.73,-0.00018,36743
35,91.67,-105.61,-0.00018,37843
36,92.25,-97.45,-0.00021,38950
37,100.18,-135.54,-0.00105,40052
38,87.08,-119.32,-0.00122,41184
39,95.18,-139.21,-0.00059,42231
40,88.92,-127.96,-0.00072,43298
41,97.27,-118.05,-0.00021,44368
42,86.75,-124.91,-0.00059,45409
43,91.92,-106.79,0.0,46512
44,80.57,-113.91,-0.00071,47640
45,98.73,-125.66,-0.00041,48726
46,96.09,-125.79,-0.00087,49783
47,87.58,-100.89,0.00026,50834
48,95.45,-89.55,-0.00012,51884
49,94.09,-148.82,-0.00107,52919
50,87.92,-109.01,-0.00235,53974
51,90.92,-102.67,7e-05,55065
52,88.08,-84.83,0.00037,56122
53,85.83,-127.9,-0.00062,57152
54,86.58,-97.29,-0.00026,58191
55,91.0,-89.7,-0.00075,59283
56,82.38,-111.9,-0.00038,60354
57,91.75,-107.1,0.00021,61455
58,89.75,-130.46,-0.00078,62532
59,95.36,-115.47,0.00018,63581
60,87.0,-101.27,-0.00025,64712
61,79.92,-93.56,-0.00017,65751
62,90.25,-122.21,-0.00019,66834
63,87.5,-76.11,-0.00047,67884
64,81.92,-80.28,-0.00049,68949
65,93.67,-105.88,-0.00033,70073
66,102.7,-98.66,-1e-05,71100
67,91.5,-94.97,4e-05,72198
68,86.67,-71.66,-0.00014,73238
69,93.18,-88.84,-3e-05,74263
70,90.83,-93.7,-0.00025,75353
71,84.15,-68.26,-1e-05,76447
72,99.91,-93.97,-0.00033,77546
73,91.83,-79.41,-0.0007,78648
74,86.25,-91.78,-0.0019,79683
75,106.3,-111.64,-8e-05,80746
76,90.33,-84.76,-0.00071,81830
77,106.5,-146.76,-0.00012,82895
78,97.73,-96.06,-0.00098,83970
79,102.6,-97.54,-0.00091,84996
80,114.44,-97.86,-0.00011,86026
81,108.7,-80.15,2e-05,87113
82,102.73,-91.26,-2e-05,88243
83,118.33,-121.2,-0.00074,89308
84,98.27,-91.31,-0.00015,90389
85,99.36,-86.21,-0.00036,91482
86,110.5,-94.05,0.00013,92587
87,96.09,-70.84,-0.00029,93644
88,98.64,-76.22,-0.00039,94729
89,91.0,-78.41,-5e-05,95821
90,108.5,-100.98,-0.00034,96906
91,107.1,-87.51,0.00019,97977
92,92.08,-77.4,-0.00027,99082
93,93.45,-70.34,-0.00016,100110
94,94.82,-78.21,-8e-05,101153
95,99.18,-90.57,-0.00038,102244
96,109.3,-82.35,-0.00037,103337
97,104.8,-70.5,-0.00059,104385
98,100.18,-89.41,0.00018,105487
99,98.73,-99.33,-0.00088,106573
100,104.6,-68.5,-0.00078,107619
101,98.36,-109.15,-0.00035,108701
102,90.92,-59.16,4e-05,109792
103,101.27,-74.93,-0.00032,110906
104,102.55,-88.45,-9e-05,112034
105,98.64,-74.42,-0.00042,113119
106,98.91,-71.64,-0.00045,114207
107,119.56,-79.06,-0.00087,115283
108,109.5,-92.69,-0.00026,116378
109,102.73,-78.39,-0.00023,117508
110,93.91,-59.3,-0.00036,118541
111,100.36,-65.81,-0.0007,119645
112,98.73,-55.62,-0.00034,120731
113,111.9,-52.33,-0.00043,121850
114,110.9,-65.94,-0.00026,122959
115,113.9,-51.92,-0.00035,124098
116,113.0,-72.14,-0.00093,125228
117,106.5,-63.4,-0.00035,126293
118,118.89,-44.35,-0.00123,127363
119,133.25,-31.13,-0.0011,128429
120,131.62,-44.32,-0.00115,129482
121,107.3,-32.47,0.00011,130555
122,153.86,-49.29,3e-05,131632
123,255.0,-51.25,-0.00015,133417
124,131.75,-51.59,-0.00051,134471
125,155.86,-39.63,-1e-04,135562
126,131.5,-55.01,-0.00146,136614
127,135.0,-33.89,-0.00035,137694
128,143.12,-36.54,6e-05,138839
129,282.67,-36.3,-0.00022,140535
130,144.38,-38.42,-0.0007,141690
131,375.33,-152.34,-0.0006,142816
132,150.14,-27.0,8e-05,143867
133,261.29,-51.33,-0.00051,145696
134,418.33,4.95,-0.00061,146951
