batch_reward,critic_loss,episode,episode_reward,eps,fps,step
0.13042464910714485,0.022118001811400945,9.0,3.0,0.9941030147058832,83.56156619996929,1734
0.17996467562553323,0.02797022376424123,10.0,3.0,0.9541,66.13316307164034,1977
0.1902683324110255,0.029184759374848514,11.0,2.0,0.9131500000000004,65.25185529434289,2189
0.19194082094572526,0.029542183441763424,12.0,1.0,0.8777800000000021,65.76352681523663,2370
0.18994874229807873,0.02863001956471375,13.0,2.0,0.8407000000000008,66.02656343212333,2601
0.1901753716055275,0.028675754706180372,14.0,0.0,0.8083000000000001,61.19720282188026,2730
0.18830495998554397,0.028137165900261607,15.0,0.0,0.7851699999999998,61.99077397059314,2858
0.18183867634764608,0.027360157060031674,16.0,0.0,0.7618600000000001,56.56530526881897,2989
0.1794228773338325,0.027344505274386116,17.0,0.0,0.7381900000000001,60.36522672063012,3121
0.17167426040166706,0.026302521057390227,18.0,2.0,0.7080400000000003,66.12628602383111,3324
0.1760119745537402,0.026630205020958943,19.0,0.0,0.6784300000000001,62.17809744651828,3450
0.17710374598738862,0.02680754873540197,20.0,0.0,0.6550299999999997,62.91790779613871,3584
0.1713051516882011,0.026124420825924193,21.0,1.0,0.6272200000000001,61.59593878095287,3759
0.1537808418790832,0.024227415532337135,22.0,2.0,0.5926599999999999,65.14523089110736,3968
0.17686739628474543,0.026097478462368484,23.0,0.0,0.56242,61.90499913826596,4095
0.1610378506901112,0.024485931374821895,24.0,2.0,0.5305600000000004,65.21728463830189,4322
0.16342729718853083,0.02434690034992638,25.0,0.0,0.49879,60.179940517225475,4448
0.1683114751853716,0.02455198376981625,26.0,4.0,0.46333,65.00724760301443,4716
0.18079273944602453,0.025378513417215146,27.0,5.0,0.4094199999999998,65.98911759034218,5047
0.18817545462760232,0.025618650752209846,28.0,1.0,0.36567999999999984,62.27748145423334,5202
0.2001359783411026,0.026597751833498478,29.0,0.0,0.34047999999999995,60.08773261894188,5327
0.18055121031567806,0.024941087260431663,30.0,0.0,0.31779999999999997,60.56640294242619,5454
0.17612430344391716,0.024101283981419,31.0,2.0,0.2898999999999999,62.45692480148733,5637
0.1860456393812509,0.02378995440827281,32.0,2.0,0.2550700000000001,62.16143310173005,5841
0.1958237028773874,0.02393331885803491,33.0,2.0,0.21871000000000013,63.01869839910452,6041
0.1846295815682219,0.022926870973840836,34.0,1.0,0.18675999999999998,61.42472895788383,6196
0.19030381053140977,0.023180717628873217,35.0,3.0,0.15067000000000003,63.6847572409247,6442
0.19936504758894444,0.023296926547773184,36.0,2.0,0.11130490000000029,61.20508067496986,6642
0.2173489002632227,0.024100928021402193,37.0,4.0,0.10000000000000038,64.30271518972917,6903
0.1992814644575119,0.023014688223600387,38.0,0.0,0.09999999999999977,60.54534555230964,7028
0.20226611774091777,0.022764789441202072,39.0,1.0,0.09999999999999987,61.653321913763556,7201
0.20934998889045775,0.023327518312245114,40.0,4.0,0.10000000000000031,65.3796511158298,7443
0.20603986888650863,0.023090542087124452,41.0,0.0,0.09999999999999977,59.14941126737202,7569
0.2043532294780016,0.022447083140723408,42.0,2.0,0.10000000000000007,63.99424368184655,7769
0.2160805136859417,0.023354747101664543,43.0,0.0,0.09999999999999977,58.569652338762204,7894
0.2070422744001049,0.022326842437382616,44.0,1.0,0.09999999999999976,62.5337661487226,8047
0.2032726218700409,0.022205511063337326,45.0,0.0,0.09999999999999977,59.493268698312406,8172
0.2073775604958572,0.021833643391137084,46.0,0.0,0.09999999999999977,59.907754159364046,8298
0.2059392839475395,0.021972074075997654,47.0,1.0,0.09999999999999976,61.298579210398195,8451
0.20312237455905263,0.021882171444351377,48.0,1.0,0.09999999999999976,59.71439530345792,8604
0.20426246005296708,0.021473851658403872,49.0,0.0,0.09999999999999977,58.90879052080473,8729
0.2068037060630876,0.021995849420078272,50.0,1.0,0.09999999999999985,61.38238953543925,8901
0.20885090600699185,0.021870141034014523,51.0,2.0,0.10000000000000007,62.85121697225494,9101
0.1862306414395571,0.019929744247347118,52.0,0.0,0.09999999999999977,59.00989639885075,9226
0.20232616567716166,0.02093717289531803,53.0,3.0,0.10000000000000042,63.50073268590305,9497
0.2061932988683967,0.021212551974101004,54.0,1.0,0.09999999999999976,60.95681823535715,9650
0.20967839247053438,0.02140680899019124,55.0,2.0,0.09999999999999995,62.580574654446636,9833
0.20398952593245814,0.020727959467518715,56.0,1.0,0.09999999999999974,59.72538255484145,9988
0.19331689515709877,0.02007396221533418,57.0,0.0,0.09999999999999977,44.06762480152094,10113
0.20689317493324544,0.020808019022179113,58.0,1.0,0.09999999999999974,58.82431621538502,10267
0.20358051134953423,0.020444779028554284,59.0,0.0,0.09999999999999977,57.08434551173482,10393
0.2011854147841764,0.02026288813998013,60.0,1.0,0.09999999999999985,61.062950288504595,10565
0.20128823985578492,0.020069085316208657,61.0,0.0,0.09999999999999977,60.39698482456195,10693
0.20480147577748073,0.020160838509840306,62.0,2.0,0.10000000000000007,61.13739626539466,10894
0.19593115141125103,0.019363056421715614,63.0,1.0,0.09999999999999984,62.292996113342745,11065
0.19956559693719458,0.019732182178147664,64.0,0.0,0.09999999999999977,60.50327807684947,11192
0.1954028568617259,0.019327581182056873,65.0,1.0,0.09999999999999984,61.764286844244324,11363
0.1986861508521661,0.01926981745415188,66.0,5.0,0.10000000000000055,64.81321130116949,11670
0.20245395751392586,0.0193581357400151,67.0,2.0,0.09999999999999999,61.17373606428862,11858
0.20267293408513068,0.019440240390598773,68.0,0.0,0.09999999999999977,58.09315572058935,11983
0.2092771303853882,0.019573084843247684,69.0,2.0,0.10000000000000007,62.618705309563154,12184
0.19521596750617026,0.018766807906329633,70.0,0.0,0.09999999999999977,58.990714741242776,12309
0.19608656180645126,0.018723601128394697,71.0,1.0,0.09999999999999976,58.36149909178555,12462
0.2009875246069648,0.01892103412636108,72.0,1.0,0.09999999999999974,60.50349758561261,12616
0.2031315714120865,0.01874138867572189,73.0,2.0,0.09999999999999998,60.94902089200443,12803
0.20925677631858666,0.019091960011963855,74.0,3.0,0.10000000000000014,60.869217897153284,13015
0.20769302065055523,0.018935385019710614,75.0,0.0,0.09999999999999977,58.00097940978598,13141
0.20140137944009998,0.018371633854844877,76.0,2.0,0.09999999999999996,61.553774815312764,13327
0.21462398068979383,0.019135903576388957,77.0,2.0,0.10000000000000007,60.802532356446335,13527
0.2083880638051778,0.01858276471029967,78.0,2.0,0.10000000000000007,61.55604125306043,13727
0.20869038546085358,0.01854484873265028,79.0,0.0,0.09999999999999977,58.16016431204868,13852
0.20702891025692224,0.018249399000778793,80.0,2.0,0.10000000000000007,63.023807042723035,14052
0.21302555396763329,0.018565780933629844,81.0,1.0,0.09999999999999976,60.742106645603016,14205
0.20538114166259766,0.01817117526382208,82.0,0.0,0.09999999999999977,58.544067394998486,14330
0.21224250785665574,0.018325054689365274,83.0,1.0,0.09999999999999976,59.00092997957171,14483
0.20722388231812358,0.017973775261795367,84.0,1.0,0.09999999999999974,58.51362311908537,14637
0.2094120956247761,0.017964590133892164,85.0,0.0,0.09999999999999977,57.94910790474229,14763
0.20010560567653368,0.01733335736946809,86.0,0.0,0.09999999999999977,58.895594729464584,14889
0.20135553861184727,0.017457188040550266,87.0,0.0,0.09999999999999977,59.34296813933859,15015
